x	mu	sigma_90	sigma_95	sigma_99	muPlus90	muMinus90	muPlus95	muMinus95	muPlus99	muMinus99	sample1	sample2	sample3
10.15000	2.1857956200	0.9849486600	1.1699996200	1.5401015500	3.1707442800	1.2008469600	3.3557952400	1.0157960000	3.7258971700	0.6456940700	1.4160864200	2.4387272000	2.2276898400
10.20000	2.2557042700	0.9463957000	1.1242033800	1.4798187300	3.2020999700	1.3093085700	3.3799076500	1.1315008900	3.7355230000	0.7758855400	1.5112595900	2.5310101200	2.2912981500
10.25000	2.3232802600	0.9104853700	1.0815462500	1.4236680300	3.2337656300	1.4127948900	3.4048265100	1.2417340100	3.7469482900	0.8996122300	1.6127838400	2.6198001200	2.3526653400
10.30000	2.3882078700	0.8776248800	1.0425119800	1.3722861800	3.2658327500	1.5105829900	3.4307198500	1.3456958900	3.7604940500	1.0159216900	1.7195156700	2.7046726800	2.4119686600
10.35000	2.4501790000	0.8481488900	1.0074980800	1.3261964500	3.2983278900	1.6020301100	3.4576770800	1.4426809200	3.7763754500	1.1239825500	1.8302176300	2.7852001400	2.4693921100
10.40000	2.5088954700	0.8222947300	0.9767864700	1.2857699400	3.3311902000	1.6866007400	3.4856819400	1.5321090000	3.7946654100	1.2231255300	1.9435802700	2.8609548300	2.5251147500
10.45000	2.5640712100	0.8001812800	0.9505183700	1.2511925500	3.3642524900	1.7638899300	3.5145895800	1.6135528400	3.8152637600	1.3128786600	2.0582439000	2.9315123900	2.5792990200
10.50000	2.6154343900	0.7817953000	0.9286780600	1.2224435600	3.3972296900	1.8336390900	3.5441124500	1.6867563300	3.8378779500	1.3929908300	2.1728215900	2.9964566800	2.6320795500
10.55000	2.6627294400	0.7669885700	0.9110894500	1.1992912200	3.4297180100	1.8957408700	3.5738188900	1.7516399900	3.8620206600	1.4634382200	2.2859216000	3.0553836700	2.6835534800
10.60000	2.7057189800	0.7554877400	0.8974278600	1.1813081000	3.4612067200	1.9502312400	3.6031468400	1.8082911200	3.8870270800	1.5244108800	2.3961697000	3.1079081800	2.7337729000
10.65000	2.7441855800	0.7469164200	0.8872461700	1.1679056700	3.4911020000	1.9972691600	3.6314317500	1.8569394100	3.9120912500	1.5762799100	2.5022282500	3.1536695900	2.7827379100
10.70000	2.7779333800	0.7408268700	0.8800125300	1.1583838300	3.5187602500	2.0371065100	3.6579459100	1.8979208500	3.9363172100	1.6195495500	2.6028175800	3.1923389000	2.8303930200
10.75000	2.8067895600	0.7367370600	0.8751543200	1.1519888600	3.5435266200	2.0700525000	3.6819438800	1.9316352400	3.9587784200	1.6548007000	2.6967320600	3.2236249500	2.8766253200
10.80000	2.8306056700	0.7341685500	0.8721032500	1.1479726400	3.5647742200	2.0964371200	3.7027089200	1.9585024200	3.9785783100	1.6826330300	2.7828553400	3.2472813100	2.9212641200
10.85000	2.8492586900	0.7326814200	0.8703367100	1.1456473100	3.5819401100	2.1165772700	3.7195954000	1.9789219800	3.9949060000	1.7036113800	2.8601740700	3.2631133500	2.9640838800
10.90000	2.8626519600	0.7319036500	0.8694128200	1.1444311700	3.5945556100	2.1307483100	3.7320647800	1.9932391400	4.0070831300	1.7182207900	2.9277883900	3.2709830800	3.0048085800
10.95000	2.8707159300	0.7315538500	0.8689973000	1.1438842100	3.6022697800	2.1391620800	3.7397132300	2.0017186300	4.0146001400	1.7268317200	2.9849207900	3.2708149300	3.0431177000
11.00000	2.8734086500	0.7314570300	0.8688822900	1.1437328100	3.6048656800	2.1419516200	3.7422909400	2.0045263600	4.0171414600	1.7296758400	3.0309214700	3.2626008800	3.0786540500
11.05000	2.8707161000	0.7315538500	0.8689973000	1.1438842100	3.6022699500	2.1391622500	3.7397134000	2.0017188000	4.0146003100	1.7268318900	3.0652735300	3.2464029900	3.1110327900
11.10000	2.8626522800	0.7319036500	0.8694128200	1.1444311700	3.5945559300	2.1307486300	3.7320651000	1.9932394600	4.0070834500	1.7182211100	3.0875934200	3.2223568900	3.1398509600
11.15000	2.8492591200	0.7326814200	0.8703367100	1.1456473100	3.5819405400	2.1165777000	3.7195958300	1.9789224100	3.9949064300	1.7036118100	3.0976323700	3.1906722900	3.1646983300
11.20000	2.8306061600	0.7341685500	0.8721032500	1.1479726400	3.5647747100	2.0964376100	3.7027094100	1.9585029100	3.9785788000	1.6826335200	3.0952739800	3.1516331600	3.1851671800
11.25000	2.8067900200	0.7367370600	0.8751543200	1.1519888600	3.5435270800	2.0700529600	3.6819443400	1.9316357000	3.9587788800	1.6548011600	3.0805307300	3.1055973000	3.2008625800
11.30000	2.7779336800	0.7408268700	0.8800125300	1.1583838300	3.5187605500	2.0371068100	3.6579462100	1.8979211500	3.9363175100	1.6195498500	3.0535409300	3.0529930000	3.2114126400
11.35000	2.7441856000	0.7469164200	0.8872461700	1.1679056700	3.4911020200	1.9972691800	3.6314317700	1.8569394300	3.9120912700	1.5762799300	3.0145624500	2.9943159900	3.2164758800
11.40000	2.7057185200	0.7554877400	0.8974278600	1.1813081000	3.4612062600	1.9502307800	3.6031463800	1.8082906600	3.8870266200	1.5244104200	2.9639662200	2.9301236500	3.2157499600
11.45000	2.6627282700	0.7669885700	0.9110894500	1.1992912200	3.4297168400	1.8957397000	3.5738177200	1.7516388200	3.8620194900	1.4634370500	2.9022304000	2.8610306200	3.2089774600
11.50000	2.6154322100	0.7817953000	0.9286780600	1.2224435600	3.3972275100	1.8336369100	3.5441102700	1.6867541500	3.8378757700	1.3929886500	2.8299326600	2.7876985500	3.1959501400
11.55000	2.5640676600	0.8001812800	0.9505183700	1.2511925500	3.3642489400	1.7638863800	3.5145860300	1.6135492900	3.8152602100	1.3128751100	2.7477427100	2.7108312000	3.1765128700
11.60000	2.5088900900	0.8222947300	0.9767864700	1.2857699400	3.3311848200	1.6865953600	3.4856765600	1.5321036200	3.7946600300	1.2231201500	2.6564141800	2.6311620300	3.1505644300
11.65000	2.4501712200	0.8481488900	1.0074980800	1.3261964500	3.2983201100	1.6020223300	3.4576693000	1.4426731400	3.7763676700	1.1239747700	2.5567769100	2.5494459700	3.1180584100
11.70000	2.3881969900	0.8776248800	1.0425119800	1.3722861800	3.2658218700	1.5105721100	3.4307089700	1.3456850100	3.7604831700	1.0159108100	2.4497284900	2.4664470700	3.0790000600
11.75000	2.3232654100	0.9104853700	1.0815462500	1.4236680300	3.2337507800	1.4127800400	3.4048116600	1.2417191600	3.7469334400	0.8995973800	2.3362265600	2.3829274000	3.0334452700
11.80000	2.2556843800	0.9463957000	1.1242033800	1.4798187300	3.2020800800	1.3092886800	3.3798877600	1.1314810000	3.7355031100	0.7758656500	2.2172787600	2.2996357800	2.9814945600
11.85000	2.1857693700	0.9849486600	1.1699996300	1.5401015500	3.1707180300	1.2008207100	3.3557690000	1.0157697400	3.7258709200	0.6456678200	2.0939358900	2.2172939000	2.9232888300
11.90000	2.1138411600	1.0256894900	1.2183947900	1.6038053900	3.1395306500	1.0881516700	3.3322359500	0.8954463700	3.7176465500	0.5100357700	1.9672801500	2.1365852100	2.8590028900
11.95000	2.0402234500	1.0681387200	1.2688193200	1.6701805400	3.1083621700	0.9720847300	3.3090427700	0.7714041300	3.7104039900	0.3700429100	1.8384179200	2.0581432600	2.7888387400
12.00000	1.9652405900	1.1118115800	1.3206974000	1.7384690200	3.0770521700	0.8534290100	3.2859379900	0.6445431900	3.7037096100	0.2267715700	1.7084680300	1.9825393800	2.7130173200
12.05000	1.8892152300	1.1562335700	1.3734653400	1.8079288600	3.0454488000	0.7329816600	3.2626805700	0.5157498900	3.6971440900	0.0812863700	1.5785514500	1.9102730900	2.6317718800
12.10000	1.8124661300	1.2009521800	1.4265856200	1.8778525000	3.0134183100	0.6115139500	3.2390517500	0.3858805100	3.6903186300	-0.0653863700	1.4497806600	1.8417621300	2.5453405800
12.15000	1.7353059400	1.2455454300	1.4795569900	1.9475801200	2.9808513700	0.4897605100	3.2148629300	0.2557489500	3.6828860600	-0.2122741800	1.3232464900	1.7773348600	2.4539579600
12.20000	1.6580391400	1.2896276800	1.5319213700	2.0165087400	2.9476668200	0.3684114600	3.1899605100	0.1261177700	3.6745478800	-0.3584696000	1.2000069500	1.7172250500	2.3578483800
12.25000	1.5809601100	1.3328533200	1.5832681900	2.0840979300	2.9138134300	0.2481067900	3.1642283000	-0.0023080800	3.6650580400	-0.5031378200	1.0810741700	1.6615661700	2.2572207500
12.30000	1.5043512600	1.3749187000	1.6332367600	2.1498728800	2.8792699600	0.1294325600	3.1375880200	-0.1288855000	3.6542241400	-0.6455216200	0.9674015280	1.6103908500	2.1522613100
12.35000	1.4284813900	1.4155628400	1.6815170700	2.2134255300	2.8440442300	0.0129185500	3.1099984600	-0.2530356800	3.6419069200	-0.7849441400	0.8598703050	1.5636308800	2.0431301200
12.40000	1.3536041800	1.4545670900	1.7278493900	2.2744139900	2.8081712700	-0.1009629100	3.0814535700	-0.3742452100	3.6280181700	-0.9208098100	0.7592768300	1.5211199800	1.9299576900
12.45000	1.2799568900	1.4917540700	1.7720230200	2.3325609100	2.7717109600	-0.2117971800	3.0519799100	-0.4920661300	3.6125178000	-1.0526040200	0.6663208220	1.4826004100	1.8128423300
12.50000	1.2077592100	1.5269859600	1.8138742300	2.3876507700	2.7347451700	-0.3192267500	3.0216334400	-0.6061150200	3.5954099800	-1.1798915600	0.5815932410	1.4477295500	1.6918504800
12.55000	1.1372123700	1.5601623300	1.8532837300	2.4395265500	2.6973747000	-0.4229499600	2.9904961000	-0.7160713600	3.5767389200	-1.3023141800	0.5055671960	1.4160911500	1.5670157200
12.60000	1.0684984000	1.5912176200	1.8901736500	2.4880857300	2.6597160200	-0.5227192200	2.9586720500	-0.8216752500	3.5565841300	-1.4195873300	0.4385877140	1.3872073300	1.4383431800
12.65000	1.0017796200	1.6201183400	1.9245042200	2.5332759600	2.6218979600	-0.6183387200	2.9262838400	-0.9227246000	3.5350555800	-1.5314963400	0.3808665030	1.3605533500	1.3058119600
12.70000	0.9371983500	1.6468601000	1.9562701800	2.5750903400	2.5840584500	-0.7096617500	2.8934685300	-1.0190718300	3.5122886900	-1.6378919900	0.3324774470	1.3355727100	1.1693803800
12.75000	0.8748768200	1.6714644000	1.9854971000	2.6135625100	2.5463412200	-0.7965875800	2.8603739200	-1.1106202800	3.4884393300	-1.7386856900	0.2933546190	1.3116943600	1.0289931600
12.80000	0.8149172700	1.6939754800	2.0122375400	2.6487616600	2.5088927500	-0.8790582100	2.8271548100	-1.1973202700	3.4636789300	-1.8338443900	0.2632942840	1.2883501300	0.8845886300
12.85000	0.7574022100	1.7144571000	2.0365672200	2.6807874600	2.4718593100	-0.9570548900	2.7939694300	-1.2791650100	3.4381896700	-1.9233852500	0.2419583940	1.2649920000	0.7361068500
12.90000	0.7023949200	1.7329893000	2.0585812300	2.7097650800	2.4353842200	-1.0305943800	2.7609761500	-1.3561863100	3.4121600000	-2.0073701600	0.2288826160	1.2411096200	0.5835005800
12.95000	0.6499400700	1.7496653500	2.0783903500	2.7358403600	2.3996054200	-1.0997252800	2.7283304200	-1.4284502800	3.3857804300	-2.0859002900	0.2234869480	1.2162460900	0.4267433000
13.00000	0.6000644800	1.7645887400	2.0961175300	2.7591751200	2.3646532200	-1.1645242600	2.6961820100	-1.4960530500	3.3592396000	-2.1591106400	0.2250888310	1.1900127200	0.2658400500
13.05000	0.5527780700	1.7778704000	2.1118945400	2.7799428100	2.3306484700	-1.2250923300	2.6646726100	-1.5591164700	3.3327208800	-2.2271647400	0.2329197420	1.1621025100	0.1008372600
13.10000	0.5080748100	1.7896260800	2.1258588600	2.7983244200	2.2977008900	-1.2815512700	2.6339336700	-1.6177840500	3.3063992300	-2.2902496100	0.2461431740	1.1323001300	-0.0681687600
13.15000	0.4659339100	1.7999739800	2.1381509100	2.8145047700	2.2659078900	-1.3340400700	2.6040848200	-1.6722170000	3.2804386800	-2.3485708600	0.2638752910	1.1004900800	-0.2410238400
13.20000	0.4263209800	1.8090326200	2.1489114800	2.8286691900	2.2353536000	-1.3827116400	2.5752324600	-1.7225905000	3.2549901700	-2.4023482100	0.2852056680	1.0666622300	-0.4175079200
13.25000	0.3891892800	1.8169190000	2.1582795400	2.8410006200	2.2061082800	-1.4277297200	2.5474688200	-1.7690902600	3.2301899000	-2.4518113400	0.3092201330	1.0309132300	-0.5973315500
13.30000	0.3544810000	1.8237469700	2.1663903500	2.8516770900	2.1782279700	-1.4692659700	2.5208713500	-1.8119093500	3.2061580900	-2.4971960900	0.3350222230	0.9934456400	-0.7801304700
13.35000	0.3221285600	1.8296259600	2.1733738700	2.8608696900	2.1517545200	-1.5074974000	2.4955024300	-1.8512453100	3.1829982500	-2.5387411300	0.3617540100	0.9545634590	-0.9654654300
13.40000	0.2920559700	1.8346598900	2.1793535600	2.8687409100	2.1267158600	-1.5426039200	2.4714095300	-1.8872975900	3.1607968800	-2.5766849400	0.3886161160	0.9146649930	-1.1528228200
13.45000	0.2641800500	1.8389463700	2.1844453900	2.8754434200	2.1031264200	-1.5747663200	2.4486254400	-1.9202653400	3.1396234700	-2.6112633700	0.4148848780	0.8742314340	-1.3416167200
13.50000	0.2384117200	1.8425761800	2.1887571600	2.8811191200	2.0809879000	-1.6041644600	2.4271688800	-1.9503454400	3.1195308400	-2.6427074000	0.4399273980	0.8338150030	-1.5311947800
