x	mu	sigma_90	sigma_95	sigma_99	muPlus90	muMinus90	muPlus95	muMinus95	muPlus99	muMinus99	sample1	sample2	sample3
10.10000	2.4247432600	0.5699599010	0.6770432760	0.8912100260	2.9947031610	1.8547833590	3.1017865360	1.7476999840	3.3159532860	1.5335332340	2.0143417200	2.5716325200	2.2297765800
10.15000	2.5072260700	0.4933413320	0.5860297030	0.7714064460	3.0005674020	2.0138847380	3.0932557730	1.9211963670	3.2786325160	1.7358196240	2.1505429400	2.6409725500	2.3217975700
10.20000	2.5874040000	0.4171949700	0.4955770550	0.6523412260	3.0045989700	2.1702090300	3.0829810550	2.0918269450	3.2397452260	1.9350627740	2.2846785400	2.7064615300	2.4167174800
10.25000	2.6649083100	0.3420417500	0.4063041390	0.5348289170	3.0069500600	2.3228665600	3.0712124490	2.2586041710	3.1997372270	2.1300793930	2.4159454000	2.7676782400	2.5138293700
10.30000	2.7393764700	0.2684159740	0.3188456420	0.4197049770	3.0077924440	2.4709604960	3.0582221120	2.4205308280	3.1590814470	2.3196714930	2.5435166900	2.8242690500	2.6123059200
10.35000	2.8104547900	0.1968593620	0.2338450610	0.3078164580	3.0073141520	2.6135954280	3.0442998510	2.5766097290	3.1182712480	2.5026383320	2.6665501800	2.8759552800	2.7112148100
10.40000	2.8778009800	0.1279147870	0.1519472630	0.2000122130	3.0057157670	2.7498861930	3.0297482430	2.7258537170	3.0778131930	2.6777887670	2.7841988300	2.9225370600	2.8095349100
10.45000	2.9410867100	0.0621197931	0.0737907846	0.0971327675	3.0032065031	2.8789669169	3.0148774946	2.8672959254	3.0382194775	2.8439539425	2.8956225500	2.9638969800	2.9061759600
10.50000	3.0000000000	0.0000000000	0.0000000000	0.0000000000	3.0000000000	3.0000000000	3.0000000000	3.0000000000	3.0000000000	3.0000000000	3.0000000500	3.0000000100	3.0000000400
10.55000	3.0542475800	0.0579375012	0.0688227287	0.0905931837	3.1121850812	2.9963100788	3.1230703087	2.9854248513	3.1448407637	2.9636543963	3.0965416400	3.0308922600	3.0898438200
10.60000	3.1035570500	0.1112106540	0.1321047770	0.1738930230	3.2147677040	2.9923463960	3.2356618270	2.9714522730	3.2774500730	2.9296640270	3.1845037000	3.0566967500	3.1745424000
10.65000	3.1476789000	0.1593687340	0.1893107390	0.2491947480	3.3070476340	2.9883101660	3.3369896390	2.9583681610	3.3968736480	2.8984841520	3.2632014500	3.0776078000	3.2529530700
10.70000	3.1863884200	0.2019983230	0.2399495240	0.3158519240	3.3883867430	2.9843900970	3.4263379440	2.9464388960	3.5022403440	2.8705364960	3.3320220400	3.0938829500	3.3239779500
10.75000	3.2194873300	0.2387288690	0.2835809590	0.3732851400	3.4582161990	2.9807584610	3.5030682890	2.9359063710	3.5927724700	2.8462021900	3.3904381500	3.1058335200	3.3865871400
10.80000	3.2468052800	0.2692377170	0.3198217730	0.4209898850	3.5160429970	2.9775675630	3.5666270530	2.9269835070	3.6677951650	2.8258153950	3.4380193600	3.1138135900	3.4398396700
10.85000	3.2682011200	0.2932545410	0.3483508490	0.4585434650	3.5614556610	2.9749465790	3.6165519690	2.9198502710	3.7267445850	2.8096576550	3.4744419900	3.1182063200	3.4829018800
10.90000	3.2835639600	0.3105650770	0.3689136670	0.4856108480	3.5941290370	2.9729988830	3.6524776270	2.9146502930	3.7691748080	2.7979531120	3.4994970100	3.1194135100	3.5150649900
10.95000	3.2928139800	0.3210141030	0.3813258430	0.5019493240	3.6138280830	2.9717998770	3.6741398230	2.9114881370	3.7947633040	2.7908646560	3.5130978700	3.1178392400	3.5357587800
11.00000	3.2959030700	0.3245076060	0.3854757020	0.5074118930	3.6204106760	2.9713954640	3.6813787720	2.9104273680	3.8033149630	2.7884911770	3.5152819800	3.1138782500	3.5445632100
11.05000	3.2928151000	0.3210141030	0.3813258430	0.5019493240	3.6138292030	2.9718009970	3.6741409430	2.9114892570	3.7947644240	2.7908657760	3.5062131300	3.1079013900	3.5412160000
11.10000	3.2835661300	0.3105650770	0.3689136680	0.4856108480	3.5941312070	2.9730010530	3.6524797980	2.9146524620	3.7691769780	2.7979552820	3.4861786700	3.1002443300	3.5256179400
11.15000	3.2682042400	0.2932545410	0.3483508490	0.4585434650	3.5614587810	2.9749496990	3.6165550890	2.9198533910	3.7267477050	2.8096607750	3.4555846700	3.0911956900	3.4978344200
11.20000	3.2468091700	0.2692377170	0.3198217730	0.4209898850	3.5160468870	2.9775714530	3.5666309430	2.9269873970	3.6677990550	2.8258192850	3.4149481800	3.0809882800	3.4580932000
11.25000	3.2194917500	0.2387288690	0.2835809590	0.3732851400	3.4582206190	2.9807628810	3.5030727090	2.9359107910	3.5927768900	2.8462066100	3.3648862200	3.0697911600	3.4067801800
11.30000	3.1863930400	0.2019983230	0.2399495240	0.3158519240	3.3883913630	2.9843947170	3.4263425640	2.9464435160	3.5022449640	2.8705411160	3.3061031400	3.0577050800	3.3444313300
11.35000	3.1476833100	0.1593687340	0.1893107390	0.2491947480	3.3070520440	2.9883145760	3.3369940490	2.9583725710	3.3968780580	2.8984885620	3.2393754100	3.0447591400	3.2717224200
11.40000	3.1035607000	0.1112106550	0.1321047780	0.1738930230	3.2147713550	2.9923500450	3.2356654780	2.9714559220	3.2774537230	2.9296676770	3.1655336200	3.0309110700	3.1894555700
11.45000	3.0542498200	0.0579375013	0.0688227288	0.0905931838	3.1121873213	2.9963123187	3.1230725488	2.9854270912	3.1448430038	2.9636566362	3.0854466200	3.0160495400	3.0985450900
11.50000	3.0000000000	0.0000000000	0.0000000000	0.0000000000	3.0000000000	3.0000000000	3.0000000000	3.0000000000	3.0000000000	3.0000000000	2.9999999800	3.0000000400	3.0000000200
11.55000	2.9410834400	0.0621197932	0.0737907847	0.0971327676	3.0032032332	2.8789636468	3.0148742247	2.8672926553	3.0382162076	2.8439506724	2.9100793700	2.9825309200	2.8949067900
11.60000	2.8777931700	0.1279147880	0.1519472630	0.2000122130	3.0057079580	2.7498783820	3.0297404330	2.7258459070	3.0778053830	2.6777809570	2.8165507200	2.9633641300	2.7844103300
11.65000	2.8104408700	0.1968593630	0.2338450610	0.3078164580	3.0073002330	2.6135815070	3.0442859310	2.5765958090	3.1182573280	2.5026244120	2.7202433700	2.9421867300	2.6696946000
11.70000	2.7393545100	0.2684159750	0.3188456430	0.4197049790	3.0077704850	2.4709385350	3.0582001530	2.4205088670	3.1590594890	2.3196495310	2.6219345200	2.9186627100	2.5519630800
11.75000	2.6648759400	0.3420417510	0.4063041410	0.5348289200	3.0069176910	2.3228341890	3.0711800810	2.2585717990	3.1997048600	2.1300470200	2.5223338800	2.8924480800	2.4324201100
11.80000	2.5873583000	0.4171949720	0.4955770580	0.6523412290	3.0045532720	2.1701633280	3.0829353580	2.0917812420	3.2396995290	1.9350170710	2.4220730200	2.8632036600	2.3122525200
11.85000	2.5071634600	0.4933413350	0.5860297070	0.7714064520	3.0005047950	2.0138221250	3.0931931670	1.9211337530	3.2785699120	1.7357570080	2.3216958900	2.8306101100	2.1926121900
11.90000	2.4246593700	0.5699599060	0.6770432820	0.8912100350	2.9946192760	1.8546994640	3.1017026520	1.7476160880	3.3158694050	1.5334493350	2.2216519900	2.7943810500	2.0745989600
11.95000	2.3402173200	0.6465486700	0.7680214510	1.0109670100	2.9867659900	1.6936686500	3.1082387710	1.5721958690	3.3511843300	1.3292503100	2.1222925800	2.7542758000	1.9592464500
12.00000	2.2542093400	0.7226296150	0.8583963910	1.1299299400	2.9768389550	1.5315797250	3.1126057310	1.3958129490	3.3841392800	1.1242794000	2.0238700600	2.7101092800	1.8475093000
12.05000	2.1670055600	0.7977532620	0.9476341770	1.2473960100	2.9647588220	1.3692522980	3.1146397370	1.2193713830	3.4144015700	0.9196095500	1.9265390000	2.6617620000	1.7402502300
12.10000	2.0789715700	0.8715026150	1.0352394700	1.3627131800	2.9504741850	1.2074689550	3.1142110400	1.0437321000	3.4416847500	0.7162583900	1.8303603100	2.6091858700	1.6382316000
12.15000	1.9904660100	0.9434964700	1.1207594400	1.4752853900	2.9339624800	1.0469695400	3.1112254500	0.8697065700	3.4657514000	0.5151806200	1.7353076400	2.5524086600	1.5421068800
12.20000	1.9018381500	1.0133920600	1.2037869300	1.5845766700	2.9152302100	0.8884460900	3.1056250800	0.6980512200	3.4864148200	0.3172614800	1.6412753200	2.4915362400	1.4524153600
12.25000	1.8134256200	1.0808870100	1.2839627500	1.6901142400	2.8943126300	0.7325386100	3.0973883700	0.5294628700	3.5035398600	0.1233113800	1.5480873700	2.4267500200	1.3695777700
12.30000	1.7255523800	1.1457206700	1.3609772800	1.7914905000	2.8712730500	0.5798317100	3.0865296600	0.3645751000	3.5170428800	-0.0659381200	1.4555088100	2.3583055000	1.2938944300
12.35000	1.6385267500	1.2076746800	1.4345711400	1.8883640500	2.8462014300	0.4308520700	3.0730978900	0.2039556100	3.5268908000	-0.2498373000	1.3632575500	2.2865249500	1.2255453700
12.40000	1.5526397200	1.2665730000	1.5045351900	1.9804595900	2.8192127200	0.2860667200	3.0571749100	0.0481045300	3.5330993100	-0.4278198700	1.2710153500	2.2117903300	1.1645917900
12.45000	1.4681634200	1.3222812100	1.5707098000	2.0675669800	2.7904446300	0.1458822100	3.0388732200	-0.1025463800	3.5357304000	-0.5994035600	1.1784412600	2.1345333300	1.1109804300
12.50000	1.3853498700	1.3747053800	1.6329833600	2.1495393200	2.7600552500	0.0106444900	3.0183332300	-0.2476334900	3.5348891900	-0.7641894500	1.0851838500	2.0552254200	1.0645480400
12.55000	1.3044298700	1.4237902600	1.6912902500	2.2262902300	2.7282201300	-0.1193603900	2.9957201200	-0.3868603800	3.5307201000	-0.9218603600	0.9908924860	1.9743647000	1.0250293800
12.60000	1.2256122200	1.4695171700	1.7456082800	2.2977904900	2.6951293900	-0.2439049500	2.9712205000	-0.5199960600	3.5234027100	-1.0721782700	0.8952305630	1.8924654300	0.9920645890
12.65000	1.1490831200	1.5119013500	1.7959555400	2.3640639300	2.6609844700	-0.3628182300	2.9450386600	-0.6468724200	3.5131470500	-1.2149808100	0.7978848220	1.8100446000	0.9652106410
12.70000	1.0750058100	1.5509890700	1.8423870100	2.4251829000	2.6259948800	-0.4759832600	2.9173928200	-0.7673812000	3.5001887100	-1.3501770900	0.6985782700	1.7276109400	0.9439511710
12.75000	1.0035205100	1.5868544600	1.8849907500	2.4812633300	2.5903749700	-0.5833339500	2.8885112600	-0.8814702400	3.4847838400	-1.4777428200	0.5970786870	1.6456542600	0.9277094240
12.80000	0.9347444710	1.6195961500	1.9238839100	2.5324594300	2.5543406210	-0.6848516790	2.8586283810	-0.9891394390	3.4672039010	-1.5977149590	0.4932088920	1.5646355900	0.9158611430
12.85000	0.8687723530	1.6493338000	1.9592086300	2.5789583000	2.5181061530	-0.7805614470	2.8279809830	-1.0904362770	3.4477306530	-1.7101859470	0.3868556920	1.4849790400	0.9077483210
12.90000	0.8056767410	1.6762045600	1.9911278500	2.6209744100	2.4818813010	-0.8705278190	2.7968045910	-1.1854511090	3.4266511510	-1.8152976690	0.2779772990	1.4070657600	0.9026929250
12.95000	0.7455088700	1.7003596300	2.0198211300	2.6587441500	2.4458685000	-0.9548507600	2.7653300000	-1.2743122600	3.4042530200	-1.9132352800	0.1666110930	1.3312293500	0.9000118260
13.00000	0.6882995130	1.7219607800	2.0454806800	2.6925204900	2.4102602930	-1.0336612670	2.7337801930	-1.3571811670	3.3808200030	-2.0042209770	0.0528799812	1.2577524300	0.8990292360
13.05000	0.6340600290	1.7411771500	2.0683074000	2.7225679100	2.3752371790	-1.1071171210	2.7023674290	-1.4342473710	3.3566279390	-2.0885078810	-0.0630016649	1.1868671300	0.8990919500
13.10000	0.5827835280	1.7581821500	2.0885072800	2.7491575400	2.3409656780	-1.1753986220	2.6712908080	-1.5057237520	3.3319410680	-2.1663740120	-0.1807255390	1.1187545100	0.8995806130
13.15000	0.5344461580	1.7731506200	2.1062880100	2.7725627900	2.3075967780	-1.2387044620	2.6407341680	-1.5718418520	3.3070089480	-2.2381166320	-0.2998849470	1.0535477500	0.8999219430
13.20000	0.4890084680	1.7862563100	2.1218559800	2.7930553200	2.2752647780	-1.2972478420	2.6108644480	-1.6328475120	3.2820637880	-2.3040468520	-0.4199747720	0.9913358770	0.8995995810
13.25000	0.4464168420	1.7976695400	2.1354135100	2.8109014600	2.2440863820	-1.3512526980	2.5818303520	-1.6889966680	3.2573183020	-2.3644846180	-0.5403915880	0.9321677560	0.8981617610
13.30000	0.4066049740	1.8075553200	2.1471566200	2.8263592300	2.2141602940	-1.4009503460	2.5537615940	-1.7405516460	3.2329642040	-2.4197542560	-0.6604377180	0.8760583990	0.8952302530
13.35000	0.3694953650	1.8160716900	2.1572730400	2.8396757300	2.1855670550	-1.4465763250	2.5267684050	-1.7877776750	3.2091710950	-2.4701803650	-0.7793253000	0.8229942530	0.8905038660
13.40000	0.3350008240	1.8233684100	2.1659406600	2.8510851500	2.1583692340	-1.4883675860	2.5009414840	-1.8309398360	3.1860859740	-2.5160843260	-0.8961851200	0.7729401750	0.8837636080
13.45000	0.3030259490	1.8295859800	2.1733263800	2.8608071700	2.1326119290	-1.5265600310	2.4763523290	-1.8703004310	3.1638331190	-2.5577812210	-1.0100769800	0.7258441940	0.8748733460
13.50000	0.2734685790	1.8348549400	2.1795852700	2.8690459100	2.1083235190	-1.5613863610	2.4530538490	-1.9061166910	3.1425144890	-2.5955773310	-1.1200027900	0.6816435030	0.8637788420
